,,,description,filename,unit,abbreviation,num_cfs
"ReCiPe 2016 v1.03, midpoint (I)",ionising radiation,ionising radiation potential (IRP),,LCIA_Implementation_3.9.xlsx,kg Co-60-Eq,recipe-2016-v103-midpoint-iii.41bfff5a509321849ea4e9067ae5b736,181
"ReCiPe 2016 v1.03, midpoint (I)",land use,agricultural land occupation (LOP),,LCIA_Implementation_3.9.xlsx,m2*a crop-Eq,recipe-2016-v103-midpoint-ila.e5a920a56b7694c2d4bb049979589f08,51
"ReCiPe 2016 v1.03, midpoint (I)",material resources: metals/minerals,surplus ore potential (SOP),,LCIA_Implementation_3.9.xlsx,kg Cu-Eq,recipe-2016-v103-midpoint-ims.14670b0ad1fe5f2e66d09d06326a2e85,149
"ReCiPe 2016 v1.03, midpoint (I)",ozone depletion,ozone depletion potential (ODPinfinite),,LCIA_Implementation_3.9.xlsx,kg CFC-11-Eq,recipe-2016-v103-midpoint-ioo.4cd0c35d2161b087d4ab689eadc55a10,57
"ReCiPe 2016 v1.03, midpoint (I)",particulate matter formation,particulate matter formation potential (PMFP),,LCIA_Implementation_3.9.xlsx,kg PM2.5-Eq,recipe-2016-v103-midpoint-ipp.9393ec6fecdf4171629b067b1c136e53,5
"ReCiPe 2016 v1.03, midpoint (I)",photochemical oxidant formation: human health,photochemical oxidant formation potential: humans (HOFP),,LCIA_Implementation_3.9.xlsx,kg NOx-Eq,recipe-2016-v103-midpoint-ipp.7fa11f4ab09c805162dcf75985f57512,187
"ReCiPe 2016 v1.03, midpoint (I)",photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),,LCIA_Implementation_3.9.xlsx,kg NOx-Eq,recipe-2016-v103-midpoint-ipp.eca4487da224e8eeb87a57fb95692dcb,187
"ReCiPe 2016 v1.03, midpoint (I)",water use,water consumption potential (WCP),,LCIA_Implementation_3.9.xlsx,cubic meter,recipe-2016-v103-midpoint-iww.ce150cc14ba2a96df2353e881afba66d,5
"selected LCI results, additional",air,carbon monoxide,,LCIA_Implementation_3.9.xlsx,kilogram,selected-lci-results-additionalac.37c0e892c751e23fa851041aaf28a05f,15
"selected LCI results, additional",air,lead,,LCIA_Implementation_3.9.xlsx,kilogram,selected-lci-results-additionalal.b6fe7981f6030853cdfbece395434142,5
"selected LCI results, additional",air,methane,,LCIA_Implementation_3.9.xlsx,kilogram,selected-lci-results-additionalam.043286386cc999781dd8611ad596ebc9,15
"selected LCI results, additional",air,N2O,,LCIA_Implementation_3.9.xlsx,kilogram,selected-lci-results-additionalan.3968922b768fa815689564871856e9bb,5
"selected LCI results, additional",air,particulates,,LCIA_Implementation_3.9.xlsx,kilogram,selected-lci-results-additionalap.7ad0506b1b6be823c54cb8e4e528cc43,15
"selected LCI results, additional",air,particulates >10 um,,LCIA_Implementation_3.9.xlsx,kilogram,selected-lci-results-additionalap.95d57b92d0d12f4821b53781a5c7753e,5
"selected LCI results, additional",air,"particulates, >2.5 um and <10",,LCIA_Implementation_3.9.xlsx,kilogram,selected-lci-results-additionalap.ff0e1e036cdd173090547565d958bc15,5
"selected LCI results, additional",air,zinc,,LCIA_Implementation_3.9.xlsx,kilogram,selected-lci-results-additionalaz.0bb68b273b2d62dfc866e590dc5a4153,5
"selected LCI results, additional","air, radioactive",actinides,,LCIA_Implementation_3.9.xlsx,kilo Becquerel,selected-lci-results-additionalaa.d1d45e378a6ced4a2b6306695f8b1f4b,90
"selected LCI results, additional","air, radioactive",aerosole,,LCIA_Implementation_3.9.xlsx,kilo Becquerel,selected-lci-results-additionalaa.7b599a571aca17ffbf95a282c2759315,165
"selected LCI results, additional","air, radioactive",noble gas,,LCIA_Implementation_3.9.xlsx,kilo Becquerel,selected-lci-results-additionalan.89093fe2379afe0e35d304a93e9bc127,80
"selected LCI results, additional","air, radioactive",radon (+ radium),,LCIA_Implementation_3.9.xlsx,kilo Becquerel,selected-lci-results-additionalar.f1ed098277d8a145af7eff67ea0e2a45,20
"selected LCI results, additional",resource,"carbon, biogenic, fixed",,LCIA_Implementation_3.9.xlsx,kilogram,selected-lci-results-additionalrc.5cc1b07d998782a5f08d329fd535bbab,17
"selected LCI results, additional",resource,water,,LCIA_Implementation_3.9.xlsx,cubic meter,selected-lci-results-additionalrw.f769a797c4871f3b04024e67604e155a,7
"selected LCI results, additional",total,"heat, waste",,LCIA_Implementation_3.9.xlsx,megajoule,selected-lci-results-additionalth.3525bc599b402875e3ba2c1ac5a4f88c,14
"selected LCI results, additional",total,"oils, unspecified",,LCIA_Implementation_3.9.xlsx,kilogram,selected-lci-results-additionalto.bb75d3618a21569dab0ddb97ca8b3029,13
"selected LCI results, additional","water, radioactive",actinides,,LCIA_Implementation_3.9.xlsx,kilo Becquerel,selected-lci-results-additionalwa.7bf0390882a398598ca3f5c3d3ca5868,75
"selected LCI results, additional","water, radioactive",nuclides,,LCIA_Implementation_3.9.xlsx,kilo Becquerel,selected-lci-results-additionalwn.bb4925f4a22aa9046d02e2f8d32782fd,200
"selected LCI results, additional","water, radioactive",radium,,LCIA_Implementation_3.9.xlsx,kilo Becquerel,selected-lci-results-additionalwr.9e8bec44eb1cde4356b80995baeca118,15
"selected LCI results, additional","water, radioactive",tritium,,LCIA_Implementation_3.9.xlsx,kilo Becquerel,selected-lci-results-additionalwt.6e9c58b4f02eefedf2367a7589f497fd,5
selected LCI results,air,"CO2, fossil",,LCIA_Implementation_3.9.xlsx,kilogram,selected-lci-resultsac.93c24e1dd347ea5bd359fc7ce8ff26f8,11
selected LCI results,air,nitrogen oxides,,LCIA_Implementation_3.9.xlsx,kilogram,selected-lci-resultsan.f1af9828e6b0357199be72e8b3645aec,5
selected LCI results,air,NMVOC,,LCIA_Implementation_3.9.xlsx,kilogram,selected-lci-resultsan.c4a285e6d61e0ef340c192bf6ef7cc4f,732
selected LCI results,air,"particulates, < 2.5 um",,LCIA_Implementation_3.9.xlsx,kilogram,selected-lci-resultsap.42b0b87f4d51358e017fc9471fb60f04,5
selected LCI results,air,sulphur dioxide,,LCIA_Implementation_3.9.xlsx,kilogram,selected-lci-resultsas.1a11fce06d1cd76ea690a5f4a38c4f1f,5
selected LCI results,resource,land occupation,,LCIA_Implementation_3.9.xlsx,square meter-year,selected-lci-resultsrl.f35a95663b7745c1c6d89e835cedea06,58
selected LCI results,soil,cadmium,,LCIA_Implementation_3.9.xlsx,kilogram,selected-lci-resultssc.4f72bc4472dea1da6926889ff5d15a6f,4
selected LCI results,water,BOD,,LCIA_Implementation_3.9.xlsx,kilogram,selected-lci-resultswb.f9259e6e206ecdfec8a0041eaaf79f19,5
TRACI v2.1 no LT,acidification no LT,acidification potential (AP) no LT,,LCIA_Implementation_3.9.xlsx,kg SO2-Eq,traci-v21-no-ltaa.48ce2ab0097b60554a7a7b15ddbea84b,40
TRACI v2.1 no LT,climate change no LT,global warming potential (GWP100) no LT,,LCIA_Implementation_3.9.xlsx,kg CO2-Eq,traci-v21-no-ltcg.24929020cad7c30f70be5c4b09a567c6,157
TRACI v2.1 no LT,ecotoxicity: freshwater no LT,ecotoxicity: freshwater no LT,,LCIA_Implementation_3.9.xlsx,CTUe,traci-v21-no-ltee.b81c3a56ea71ea9fdbc7858c99742bca,1696
TRACI v2.1 no LT,eutrophication no LT,eutrophication potential no LT,,LCIA_Implementation_3.9.xlsx,kg N-Eq,traci-v21-no-ltee.c046c67c249078abd60450e34c4c3e35,55
TRACI v2.1 no LT,human toxicity: carcinogenic no LT,human toxicity: carcinogenic no LT,,LCIA_Implementation_3.9.xlsx,CTUh,traci-v21-no-lthh.c7dc1b23b96b6b8f9d017ceb3a04d3e6,429
TRACI v2.1 no LT,human toxicity: non-carcinogenic no LT,human toxicity: non-carcinogenic no LT,,LCIA_Implementation_3.9.xlsx,CTUh,traci-v21-no-lthh.70bd294a613ed31f12277177ec05ffa1,1000
TRACI v2.1 no LT,ozone depletion no LT,ozone depletion potential (ODP) no LT,,LCIA_Implementation_3.9.xlsx,kg CFC-11-Eq,traci-v21-no-ltoo.3c29f078d02360705313cb17dd1f652d,76
TRACI v2.1 no LT,particulate matter formation no LT,particulate matter formation potential (PMFP) no LT,,LCIA_Implementation_3.9.xlsx,PM2.5-Eq,traci-v21-no-ltpp.c40a77d6396e2b730e6aa06c05d52fbb,32
TRACI v2.1 no LT,photochemical oxidant formation no LT,maximum incremental reactivity (MIR) no LT,,LCIA_Implementation_3.9.xlsx,kg O3-Eq,traci-v21-no-ltpm.9a2cb1a208c3ee51ac2458a05d5e42ad,384
TRACI v2.1,acidification,acidification potential (AP),,LCIA_Implementation_3.9.xlsx,kg SO2-Eq,traci-v21aa.85160c632b08123ba630538a4749a1da,49
TRACI v2.1,climate change,global warming potential (GWP100),,LCIA_Implementation_3.9.xlsx,kg CO2-Eq,traci-v21cg.dd067ce06228b3166d99d484b9e58e67,195
TRACI v2.1,ecotoxicity: freshwater,ecotoxicity: freshwater,,LCIA_Implementation_3.9.xlsx,CTUe,traci-v21ee.b58d40700555079c1b8ce5d18ce06a49,1933
TRACI v2.1,eutrophication,eutrophication potential,,LCIA_Implementation_3.9.xlsx,kg N-Eq,traci-v21ee.64d99a675bc38da228bf01bc4f743c09,67
TRACI v2.1,human toxicity: carcinogenic,human toxicity: carcinogenic,,LCIA_Implementation_3.9.xlsx,CTUh,traci-v21hh.8204be8ff2e8b468425f24990c5b85d0,512
TRACI v2.1,human toxicity: non-carcinogenic,human toxicity: non-carcinogenic,,LCIA_Implementation_3.9.xlsx,CTUh,traci-v21hh.24809de3778695a47cbf2c8895cc3519,1139
TRACI v2.1,ozone depletion,ozone depletion potential (ODP),,LCIA_Implementation_3.9.xlsx,kg CFC-11-Eq,traci-v21oo.0706f7e8c43cba628c1e12f871c4daf0,95
TRACI v2.1,particulate matter formation,particulate matter formation potential (PMFP),,LCIA_Implementation_3.9.xlsx,PM2.5-Eq,traci-v21pp.820e7c3be8bb97e6d88e559c218ea103,40
TRACI v2.1,photochemical oxidant formation,maximum incremental reactivity (MIR),,LCIA_Implementation_3.9.xlsx,kg O3-Eq,traci-v21pm.59f4b54fe3161b3bced56c5c2a03f6c3,477
USEtox no LT,ecotoxicity no LT,total no LT,,LCIA_Implementation_3.9.xlsx,CTU,usetox-no-ltet.eec9574592e1b93f7caea6ba4f4e9ec0,1166
USEtox no LT,human toxicity no LT,carcinogenic no LT,,LCIA_Implementation_3.9.xlsx,CTU,usetox-no-lthc.b1250b082dbcc181cec6b228e7658541,369
USEtox no LT,human toxicity no LT,non-carcinogenic no LT,,LCIA_Implementation_3.9.xlsx,CTU,usetox-no-lthn.1cb2041147db980d1d5df5e01fd39a8d,722
USEtox no LT,human toxicity no LT,total no LT,,LCIA_Implementation_3.9.xlsx,CTU,usetox-no-ltht.5a8a9d61e7bdffd54d94efc571766557,792
USEtox,ecotoxicity,total,,LCIA_Implementation_3.9.xlsx,CTU,usetoxet.e4677843b35d1a20e2b3b3950029b55e,1373
USEtox,human toxicity,carcinogenic,,LCIA_Implementation_3.9.xlsx,CTU,usetoxhc.d385c2943e41c80977feee2c9cf3c9ff,448
USEtox,human toxicity,non-carcinogenic,,LCIA_Implementation_3.9.xlsx,CTU,usetoxhn.27dd66de9a709720e828ab7766d26376,849
USEtox,human toxicity,total,,LCIA_Implementation_3.9.xlsx,CTU,usetoxht.df53f56082df3fb0a4e999a00bcc7904,935
EF v3.0 EN15804,acidification,accumulated exceedance (AE),,LCIA_Implementation_3.9.xlsx,mol H+-Eq,ef-v30-en15804aa.05f1d7aa808e3cae95010227efe4090b,21
EF v3.0 EN15804,climate change,global warming potential (GWP100),,LCIA_Implementation_3.9.xlsx,kg CO2-Eq,ef-v30-en15804cg.63036b19415ef2d554f795723e0ba14b,205
EF v3.0 EN15804,climate change: biogenic,global warming potential (GWP100),,LCIA_Implementation_3.9.xlsx,kg CO2-Eq,ef-v30-en15804cg.c09ceeb4b3a11ad630c4bd27b233a683,12
EF v3.0 EN15804,climate change: fossil,global warming potential (GWP100),,LCIA_Implementation_3.9.xlsx,kg CO2-Eq,ef-v30-en15804cg.3f9a372c80db6f19f1317156f7e0f906,174
EF v3.0 EN15804,climate change: land use and land use change,global warming potential (GWP100),,LCIA_Implementation_3.9.xlsx,kg CO2-Eq,ef-v30-en15804cg.f2b0fddbee1af89e5d0842f972168659,19
EF v3.0 EN15804,ecotoxicity: freshwater,comparative toxic unit for ecosystems (CTUe),,LCIA_Implementation_3.9.xlsx,CTUe,ef-v30-en15804ec.0c72f454d1535ed9435672c6c23002f7,2482
EF v3.0 EN15804,energy resources: non-renewable,abiotic depletion potential (ADP): fossil fuels,,LCIA_Implementation_3.9.xlsx,"MJ, net calorific value",ef-v30-en15804ea.852532e6951222ca6f11e950eb6fa84d,7
EF v3.0 EN15804,eutrophication: freshwater,fraction of nutrients reaching freshwater end compartment (P),,LCIA_Implementation_3.9.xlsx,kg P-Eq,ef-v30-en15804ef.4eb18b0d899ade7c371be396522ad9db,13
EF v3.0 EN15804,eutrophication: marine,fraction of nutrients reaching marine end compartment (N),,LCIA_Implementation_3.9.xlsx,kg N-Eq,ef-v30-en15804ef.e5c9f4af5ccef1c3b2a39efcd36d1a61,36
EF v3.0 EN15804,eutrophication: terrestrial,accumulated exceedance (AE),,LCIA_Implementation_3.9.xlsx,mol N-Eq,ef-v30-en15804ea.8d6f82960e5f30691af153a2b0cc2dee,16
EF v3.0 EN15804,human toxicity: carcinogenic,comparative toxic unit for human (CTUh),,LCIA_Implementation_3.9.xlsx,CTUh,ef-v30-en15804hc.895d179ad13f33112ad87cf4a2ac22e4,478
EF v3.0 EN15804,human toxicity: non-carcinogenic,comparative toxic unit for human (CTUh),,LCIA_Implementation_3.9.xlsx,CTUh,ef-v30-en15804hc.b0bca3e5f5cfb441b729f93a280d00a1,2057
EF v3.0 EN15804,ionising radiation: human health,human exposure efficiency relative to u235,,LCIA_Implementation_3.9.xlsx,kBq U235-Eq,ef-v30-en15804ih.74feba36ee1861c18aac395df76bfd5e,195
EF v3.0 EN15804,land use,soil quality index,,LCIA_Implementation_3.9.xlsx,dimensionless,ef-v30-en15804ls.0a495ce67d29d498915e42111e97c957,155
EF v3.0 EN15804,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),,LCIA_Implementation_3.9.xlsx,kg Sb-Eq,ef-v30-en15804ma.5de80100c07382d6cac5f963584b485f,148
EF v3.0 EN15804,ozone depletion,ozone depletion potential (ODP),,LCIA_Implementation_3.9.xlsx,kg CFC-11-Eq,ef-v30-en15804oo.53c327671039f88f293f0f3b591aa46d,75
EF v3.0 EN15804,particulate matter formation,impact on human health,,LCIA_Implementation_3.9.xlsx,disease incidence,ef-v30-en15804pi.cbf1a254540215111b5281eb18c088e0,27
EF v3.0 EN15804,photochemical oxidant formation: human health,tropospheric ozone concentration increase,,LCIA_Implementation_3.9.xlsx,kg NMVOC-Eq,ef-v30-en15804pt.ba2d7950b7fd39c82f238c7fb4c71de2,311
EF v3.0 EN15804,water use,user deprivation potential (deprivation-weighted water consumption),,LCIA_Implementation_3.9.xlsx,m3 world eq. deprived,ef-v30-en15804wu.51329e26f62e7f0119106a3378b53524,5
EF v3.1 EN15804,acidification,accumulated exceedance (AE),,LCIA_Implementation_3.9.xlsx,mol H+-Eq,ef-v31-en15804aa.135223ef5be93cd5040075772d7d5d76,22
EF v3.1 EN15804,climate change,global warming potential (GWP100),,LCIA_Implementation_3.9.xlsx,kg CO2-Eq,ef-v31-en15804cg.6c8284396aeb7522ad52dd060c887bef,230
EF v3.1 EN15804,climate change: biogenic,global warming potential (GWP100),,LCIA_Implementation_3.9.xlsx,kg CO2-Eq,ef-v31-en15804cg.b576180ea47e025cb3721ab34f8a4188,12
EF v3.1 EN15804,climate change: fossil,global warming potential (GWP100),,LCIA_Implementation_3.9.xlsx,kg CO2-Eq,ef-v31-en15804cg.f2d6bc0804c0e79a9a07b2338fce3033,204
EF v3.1 EN15804,climate change: land use and land use change,global warming potential (GWP100),,LCIA_Implementation_3.9.xlsx,kg CO2-Eq,ef-v31-en15804cg.04e1f893bd0be8f0419a5e2acb214707,14
EF v3.1 EN15804,ecotoxicity: freshwater,comparative toxic unit for ecosystems (CTUe),,LCIA_Implementation_3.9.xlsx,CTUe,ef-v31-en15804ec.f3f6592735f6092c5590f3d415e1eca2,2474
EF v3.1 EN15804,energy resources: non-renewable,abiotic depletion potential (ADP): fossil fuels,,LCIA_Implementation_3.9.xlsx,"MJ, net calorific value",ef-v31-en15804ea.abdd99aae5f9251f1b29b6ff8b482adc,7
EF v3.1 EN15804,eutrophication: freshwater,fraction of nutrients reaching freshwater end compartment (P),,LCIA_Implementation_3.9.xlsx,kg P-Eq,ef-v31-en15804ef.86e607b30f0f7b19d51b64dc7df27097,13
EF v3.1 EN15804,eutrophication: marine,fraction of nutrients reaching marine end compartment (N),,LCIA_Implementation_3.9.xlsx,kg N-Eq,ef-v31-en15804ef.3b2d87ff4b7da9a567660214e47f09f0,36
EF v3.1 EN15804,eutrophication: terrestrial,accumulated exceedance (AE),,LCIA_Implementation_3.9.xlsx,mol N-Eq,ef-v31-en15804ea.9c3da60f051c2978c511edfb3b81a1da,16
EF v3.1 EN15804,human toxicity: carcinogenic,comparative toxic unit for human (CTUh),,LCIA_Implementation_3.9.xlsx,CTUh,ef-v31-en15804hc.379b26b972ec9166bb95834289b397d7,479
EF v3.1 EN15804,human toxicity: non-carcinogenic,comparative toxic unit for human (CTUh),,LCIA_Implementation_3.9.xlsx,CTUh,ef-v31-en15804hc.4bd73ce925c51bb2e88cb59cadd4f50d,2026
EF v3.1 EN15804,ionising radiation: human health,human exposure efficiency relative to u235,,LCIA_Implementation_3.9.xlsx,kBq U235-Eq,ef-v31-en15804ih.3221f3710ee15a5c39317332ee500bad,195
EF v3.1 EN15804,land use,soil quality index,,LCIA_Implementation_3.9.xlsx,dimensionless,ef-v31-en15804ls.6e9e55ff72faca3fe00b073488f3d73f,155
EF v3.1 EN15804,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),,LCIA_Implementation_3.9.xlsx,kg Sb-Eq,ef-v31-en15804ma.6cf69649658ad31dacbb6d58801340c6,148
EF v3.1 EN15804,ozone depletion,ozone depletion potential (ODP),,LCIA_Implementation_3.9.xlsx,kg CFC-11-Eq,ef-v31-en15804oo.5a0f547d8364d437ab6e16f2bd67270d,75
EF v3.1 EN15804,particulate matter formation,impact on human health,,LCIA_Implementation_3.9.xlsx,disease incidence,ef-v31-en15804pi.5bfeb7d5bb0388dfdcbd6356bd3cadc0,27
EF v3.1 EN15804,photochemical oxidant formation: human health,tropospheric ozone concentration increase,,LCIA_Implementation_3.9.xlsx,kg NMVOC-Eq,ef-v31-en15804pt.67b8ec632c46760c4caa373e664dbba3,311
EF v3.1 EN15804,water use,user deprivation potential (deprivation-weighted water consumption),,LCIA_Implementation_3.9.xlsx,m3 world eq. deprived,ef-v31-en15804wu.38effc1a3d2d9f3342346f4d334934d6,5
EN15804,inventory indicators ISO21930,exported energy - electricity,,LCIA_Implementation_3.9.xlsx,megajoule,en15804ie.970de9b000374eb9343c760a1caa5b50,1
EN15804,inventory indicators ISO21930,exported energy - heat,,LCIA_Implementation_3.9.xlsx,megajoule,en15804ie.7d8815bb9657f5f2f4bcb3bb68f7fa3a,1
EN15804,inventory indicators ISO21930,hazardous waste disposed,,LCIA_Implementation_3.9.xlsx,kilogram,en15804ih.8f5a96eb458521330c12c65e9293019d,1
EN15804,inventory indicators ISO21930,high-level radioactive waste disposed,,LCIA_Implementation_3.9.xlsx,kilogram,en15804ih.9d650bc0602608243f0dbcae1b832e6e,1
EN15804,inventory indicators ISO21930,intermediate and low-level radioactive waste disposed,,LCIA_Implementation_3.9.xlsx,kilogram,en15804ii.697ea6a6a43cc6fff979bff0a250e86b,1
EN15804,inventory indicators ISO21930,materials for energy recovery,,LCIA_Implementation_3.9.xlsx,kilogram,en15804im.afffcd81862b1304947711999bd23b45,1
EN15804,inventory indicators ISO21930,materials for recycling,,LCIA_Implementation_3.9.xlsx,kilogram,en15804im.2b29daa0d4d692f72becd1dcf538f568,1
EN15804,inventory indicators ISO21930,non-hazardous waste disposed,,LCIA_Implementation_3.9.xlsx,kilogram,en15804in.25b071db3f8d9fff724b8ce7e6424d82,1
EN15804,inventory indicators ISO21930,recovered energy,,LCIA_Implementation_3.9.xlsx,megajoule,en15804ir.41c51e35ea25d6f7262198745ac8a62d,1
EN15804,inventory indicators ISO21930,use of net fresh water,,LCIA_Implementation_3.9.xlsx,cubic meter,en15804iu.5e0d5ab5c46539ae55a7ff6448ebb13b,10
EN15804,inventory indicators ISO21930,use of renewable secondary fuels,,LCIA_Implementation_3.9.xlsx,megajoule,en15804iu.82fc686c54d5ed64e287df03d0d3f2bb,1
EN15804,inventory indicators ISO21930,use of secondary material,,LCIA_Implementation_3.9.xlsx,kilogram,en15804iu.ddf13e064cfc3383f2dc8f4416988c6b,1
EN15804,inventory indicators ISO21930,Cumulative Energy Demand - renewable energy resources,,LCIA_Implementation_3.9.xlsx,megajoule,en15804ic.56214d1bc2a87b07f463df22e398dc79,5
EN15804,inventory indicators ISO21930,Cumulative Energy Demand - non-renewable energy resources,,LCIA_Implementation_3.9.xlsx,megajoule,en15804ic.fc900d621e3151c6a49e6e6864b9b46c,9
